position,times,team,Name,gender,AgeCat,clubnumber,Club name,Website,finishPosition
1,0:10:32,37F,,F,U13,37,Law & District AAC,http://www.lawaac.co.uk/,1
2,0:11:01,34F,Skye Williams,F,U13,34,Kilbarchan AAC,https://kilbarchanaac.org.uk/,2
3,0:11:09,1F,MILLIE ASHELBY,F,U13,1,East Kilbride AC,http://www.ekac.org.uk/,3
4,0:11:14,14F,,F,U13,14,Ayr Seaforth AC,https://www.ayrseaforth.co.uk/,4
5,0:11:18,7F,Iris Jackson,F,U13,7,Giffnock North AC,https://www.giffnocknorth.co.uk/,5
6,0:11:18,14F,,F,U13,14,Ayr Seaforth AC,https://www.ayrseaforth.co.uk/,6
7,0:11:18,14F,,F,U13,14,Ayr Seaforth AC,https://www.ayrseaforth.co.uk/,7
8,0:11:25,37F,,F,U13,37,Law & District AAC,http://www.lawaac.co.uk/,8
9,0:11:33,7F,Sienna Baudet,F,U13,7,Giffnock North AC,https://www.giffnocknorth.co.uk/,9
10,0:11:37,40F,Skyrzlewdska Lena,F,U13,40,Motherwell AC,https://motherwellac.com/,10
11,0:11:37,6F,Ava Starrs,F,U13,6,Cambuslang Harriers,https://cambuslangharriers.org/,11
12,0:11:41,4F,,F,U13,4,Inverclyde AC,https://www.inverclydeac.org/,12
13,0:11:43,17F,,F,U13,17,Calderglen Harriers,http://www.calderglenharriers.org.uk/,13
14,0:11:43,2F,Libby Brown,F,U13,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/,14
15,0:11:43,37F,,F,U13,37,Law & District AAC,http://www.lawaac.co.uk/,15
16,0:11:48,11F,,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,16
17,0:11:53,37F,,F,U13,37,Law & District AAC,http://www.lawaac.co.uk/,17
18,0:11:57,37F,,F,U13,37,Law & District AAC,http://www.lawaac.co.uk/,18
19,0:12:06,1F,ELLIE TAYLOR,F,U13,1,East Kilbride AC,http://www.ekac.org.uk/,19
20,0:12:06,11F,,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,20
21,0:12:10,2F,Lacey Naismith,F,U13,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/,21
22,0:12:18,4F,,F,U13,4,Inverclyde AC,https://www.inverclydeac.org/,22
23,0:12:21,1F,JESSICA CASKIE,F,U13,1,East Kilbride AC,http://www.ekac.org.uk/,23
24,0:12:23,4F,,F,U13,4,Inverclyde AC,https://www.inverclydeac.org/,24
25,0:12:27,7F,Abbie Gallagher,F,U13,7,Giffnock North AC,https://www.giffnocknorth.co.uk/,25
26,0:12:33,11F,,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,26
27,0:12:36,7F,Rebecca Adams,F,U13,7,Giffnock North AC,https://www.giffnocknorth.co.uk/,27
28,0:12:36,40F,Lickerish Elspeth,F,U13,40,Motherwell AC,https://motherwellac.com/,28
29,0:12:41,11F,,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,29
30,0:12:43,17F,,F,U13,17,Calderglen Harriers,http://www.calderglenharriers.org.uk/,30
31,0:12:45,7F,Lila Brogan,F,U13,7,Giffnock North AC,https://www.giffnocknorth.co.uk/,31
32,0:12:49,7F,Sofia Edwards,F,U13,7,Giffnock North AC,https://www.giffnocknorth.co.uk/,32
33,0:12:52,11F,,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,33
34,0:12:58,44F,Kaiti McCue,F,U13,44,North Ayrshire AAC,https://naathletics.co.uk/,34
35,0:13:07,2F,Rosie Cravens,F,U13,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/,35
36,0:13:16,2F,Eilidh Adam,F,U13,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/,36
37,0:13:16,36F,Emma Dooey,F,U13,36,Larkhall YMCA,https://www.larkhallymcaharriers.org,37
38,0:13:18,14F,,F,U13,14,Ayr Seaforth AC,https://www.ayrseaforth.co.uk/,38
39,0:13:25,44F,Caleigh Graham,F,U13,44,North Ayrshire AAC,https://naathletics.co.uk/,39
40,0:13:35,2F,Jess Brown,F,U13,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/,40
41,0:13:42,1F,REBECCA CHAPMAN,F,U13,1,East Kilbride AC,http://www.ekac.org.uk/,41
42,0:13:58,11F,,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,42
43,0:14:06,2F,Iona Mowbray,F,U13,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/,43
44,0:14:11,11F,,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,44
45,0:14:18,6F,Ellie McCue,F,U13,6,Cambuslang Harriers,https://cambuslangharriers.org/,45
46,0:14:48,2F,Eve Fowler,F,U13,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/,46
47,0:14:51,11F,,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,47
48,0:14:52,11F,,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,48
49,0:15:15,11F,,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,49
50,0:15:17,17F,,F,U13,17,Calderglen Harriers,http://www.calderglenharriers.org.uk/,50
51,0:15:33,37F,,F,U13,37,Law & District AAC,http://www.lawaac.co.uk/,51
52,0:15:41,11F,,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,52
53,0:15:41,37F,,F,U13,37,Law & District AAC,http://www.lawaac.co.uk/,53
54,0:16:26,11F,,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,54
