position,times,team,Name,gender,AgeCat,clubnumber,Club name,Website,finishPosition
1,0:21:01,2M,Jamie Work,M,U20,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/,4
2,0:23:02,1M,JONATHAN HUNTER,M,U20,1,East Kilbride AC,http://www.ekac.org.uk/,22
3,0:24:29,6M,Gabriel Murphy,M,U20,6,Cambuslang Harriers,https://cambuslangharriers.org/,34
