position,times,team,Name,gender,AgeCat,clubnumber,Club name,Website
31,0:04:49,2M,Jack Young,M,U11,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/
32,0:04:49,36M,Aaron Walker,M,U11,36,Larkhall YMCA,https://www.larkhallymcaharriers.org
33,0:04:49,4M,,M,U11,4,Inverclyde AC,https://www.inverclydeac.org/
34,0:04:49,40M,Smyth Ben,M,U11,40,Motherwell AC,https://motherwellac.com/
35,0:04:49,40M,Grant Aidan,M,U11,40,Motherwell AC,https://motherwellac.com/
36,0:04:49,37M,,M,U11,37,Law & District AAC,http://www.lawaac.co.uk/
37,0:04:49,6M,Magnus McKenna,M,U11,6,Cambuslang Harriers,https://cambuslangharriers.org/
38,0:04:52,6M,Murray McAuslane,M,U11,6,Cambuslang Harriers,https://cambuslangharriers.org/
39,0:04:55,4M,,M,U11,4,Inverclyde AC,https://www.inverclydeac.org/
40,0:04:59,10M,Arran Murray,M,U11,10,Shettleston Harriers,http://shettlestonharriers.org.uk/
41,0:05:00,40M,Campbell Jude,M,U11,40,Motherwell AC,https://motherwellac.com/
42,0:05:03,6M,Finn Gifford,M,U11,6,Cambuslang Harriers,https://cambuslangharriers.org/
43,0:05:03,2M,Theo Clarke,M,U11,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/
44,0:05:07,6M,Jamie Trench,M,U11,6,Cambuslang Harriers,https://cambuslangharriers.org/
45,0:05:09,40M,Thomas Conner,M,U11,40,Motherwell AC,https://motherwellac.com/
46,0:05:12,7M,Harry Scott,M,U11,7,Giffnock North AC,https://www.giffnocknorth.co.uk/
47,0:05:16,14M,,M,U11,14,Ayr Seaforth AC,https://www.ayrseaforth.co.uk/
48,0:05:19,32M,Will Rogers,M,U11,32,Helensburgh AAC,https://www.helensburghaac.com/
49,0:05:20,14M,,M,U11,14,Ayr Seaforth AC,https://www.ayrseaforth.co.uk/
50,0:05:26,32M,Leo Cadie,M,U11,32,Helensburgh AAC,https://www.helensburghaac.com/
51,0:05:26,7M,Ollie King,M,U11,7,Giffnock North AC,https://www.giffnocknorth.co.uk/
52,0:05:33,40M,Kane Nathan,M,U11,40,Motherwell AC,https://motherwellac.com/
53,0:05:36,11M,,M,U11,11,Airdrie Harriers,http://airdrieharriers.org/
54,0:05:41,14M,,M,U11,14,Ayr Seaforth AC,https://www.ayrseaforth.co.uk/
55,0:05:43,44M,Harrison Louttit-Henighen,M,U11,44,North Ayrshire AAC,https://naathletics.co.uk/
56,0:05:48,2M,James Beck,M,U11,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/
57,0:05:58,2M,Max Coupland,M,U11,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/
58,0:05:58,37M,,M,U11,37,Law & District AAC,http://www.lawaac.co.uk/
